assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0516,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0517,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0518,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0519,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0520,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0521,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0522,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0523,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0524,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0525,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0526,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0527,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0528,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0529,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0530,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0531,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0532,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0533,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0534,hooks,Lifecycle hooks,Vendor convention,automation,hooks,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0535,subagents,Subagents,Vendor convention,agents,composition,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0536,custom-agents,Custom agent definitions,Vendor convention,agents,composition,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0537,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0538,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0539,acp.client,ACP client/editor role,ACP,interoperability,client,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0540,acp.agent,ACP agent/server role,ACP,interoperability,agent,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0541,ahp.client,AHP client role,AHP,interoperability,client,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0542,ahp.host,AHP host role,AHP,interoperability,host,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0543,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0544,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0545,webmcp,WebMCP site tools,WebMCP,web,browser,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0546,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0547,mcp.tools,MCP tools,MCP,protocol,server-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0548,mcp.resources,MCP resources,MCP,protocol,server-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0549,mcp.prompts,MCP prompts,MCP,protocol,server-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0550,mcp.sampling,MCP sampling,MCP,protocol,client-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0551,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0552,mcp.roots,MCP roots,MCP,protocol,client-feature,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0553,mcp.tasks,MCP tasks,MCP,protocol,utility,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0554,mcp.stdio,MCP stdio transport,MCP,transport,transport,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0555,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0556,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0557,mcp.oauth,MCP OAuth authorization,MCP,security,auth,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0558,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0559,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0560,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0561,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0562,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0563,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0564,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0565,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0566,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-123,2026-08-28T19:30Z,high,no
A-0567,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0568,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0569,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0570,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-126,2026-08-28T19:30Z,high,no
A-0571,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0572,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0573,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0574,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0575,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0576,hooks,Lifecycle hooks,Vendor convention,automation,hooks,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0577,subagents,Subagents,Vendor convention,agents,composition,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0578,custom-agents,Custom agent definitions,Vendor convention,agents,composition,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0579,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,y,ga,Documented support.,documented,S-128,2026-08-28T19:30Z,high,no
A-0580,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0581,acp.client,ACP client/editor role,ACP,interoperability,client,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0582,acp.agent,ACP agent/server role,ACP,interoperability,agent,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0583,ahp.client,AHP client role,AHP,interoperability,client,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0584,ahp.host,AHP host role,AHP,interoperability,host,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0585,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0586,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0587,webmcp,WebMCP site tools,WebMCP,web,browser,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0588,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,kiro-cli,Kiro CLI,Kiro,AWS,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0589,mcp.tools,MCP tools,MCP,protocol,server-feature,kiro-web,Kiro Web,Kiro,AWS,cloud-agent,hosted,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0590,mcp.resources,MCP resources,MCP,protocol,server-feature,kiro-web,Kiro Web,Kiro,AWS,cloud-agent,hosted,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
